AT,V,AP,RH,PE,cooks_distance
26.44,59.15,1013.35,60.71,439.65,1.339039080794434e-05
17.85,48.14,1017.16,86.68,451.9,3.9344623157589476e-05
14.86,44.71,1018.3,49.46,466.38,2.841909800296374e-07
13.82,42.32,1016.32,81.19,463.06,7.034894876215492e-06
23.31,68.63,1014.73,51.57,448.2,1.0851034276311381e-05
14.85,44.63,1020.67,75.76,460.06,2.5516613049687323e-05
23.47,60.77,1017.19,75.36,444.46,1.0678606870173646e-05
23.27,68.28,1005.01,74.83,444.86,1.2652965942188525e-05
24.82,59.27,1012.76,72.34,444.81,7.451875433072911e-07
27.42,65.74,1013.43,69.42,440.52,7.82455203334401e-08
26.05,73.88,1005.67,82.08,439.96,1.966997029372496e-05
32.96,73.03,1013.56,54.03,438.93,5.7044260933413485e-05
31.17,69.51,1010.51,43.11,428.94,3.2168395844139525e-05
11.62,39.72,1018.4,68.06,471.56,4.4756182690237563e-10
13.78,43.22,1011.31,69.7,463.71,6.338166118279987e-07
31.41,64.44,1013.84,49.49,439.3,4.205892792889737e-06
31.7,69.13,1000.29,46.27,427.95,3.855461058849577e-06
24.23,59.04,1011.91,71.79,443.06,4.1801921987389466e-06
17.58,39.63,1004.84,80.43,467.33,8.079513340568003e-05
13.78,40.73,1017.55,94.28,462.59,2.570066246322836e-05
20.92,57.76,1017.22,75.86,453.96,3.681887052595977e-07
29.27,66.85,1011.11,63.25,440.98,7.347789140652871e-06
8.62,42.49,1009.06,86.93,481.87,0.00016300834377476465
21.08,52.05,1012.28,45.25,453.4,1.2668668204026032e-09
29.03,69.51,1009.8,47.04,435.09,1.1604921957313817e-06
15.43,40.89,1010.63,73.03,468.35,1.4240342687285898e-05
30.49,64.44,1013.43,51.73,438.09,4.394565856535626e-09
27.04,48.41,1008.57,60.73,441.21,3.102466672461568e-05
29.0,70.72,1009.51,67.72,437.55,2.8701230575141214e-06
20.87,63.31,1012.27,79.51,446.7,1.6882185352772584e-06
33.95,68.14,1002.33,48.98,427.25,1.3112984029194328e-06
10.26,39.13,1010.94,87.78,474.16,1.4046013382316208e-05
14.74,43.99,1023.13,86.31,461.82,3.694582822289928e-05
24.05,70.4,1006.83,92.35,442.07,6.428693646343473e-06
22.08,41.54,1014.21,73.73,458.74,1.5650015627390026e-06
18.64,43.79,1016.01,51.17,465.13,1.6186724916148756e-05
4.49,40.27,1012.01,76.5,494.24,0.00047254272229438544
13.2,40.83,1007.75,94.98,472.41,6.723467816600363e-05
21.01,51.19,1008.44,81.49,446.2,1.7928213735542853e-05
18.87,60.07,1015.15,70.91,453.27,2.0036859464605407e-08
5.0,40.64,1021.05,94.84,485.27,4.135822139904574e-05
22.61,54.42,1014.74,75.87,453.86,2.0145558075366403e-06
9.52,40.96,1023.48,86.49,483.59,6.589496840511084e-05
9.04,40.11,1023.3,76.32,473.57,6.518960445756861e-06
25.18,47.93,1002.92,60.33,441.29,4.009508784067518e-05
19.8,57.25,1010.84,88.9,451.75,1.4197313012238767e-10
23.81,73.17,1012.13,86.13,438.11,9.586424478967202e-06
18.67,44.06,1017.13,77.18,454.51,2.394801798777889e-05
10.35,39.82,1013.33,94.78,477.14,3.58053812365401e-05
7.95,37.49,1009.32,80.8,479.78,6.0019192889259845e-05
23.63,71.29,1008.01,70.07,442.65,3.379278662610475e-06
14.38,44.84,1024.59,81.68,471.6,8.101265509325152e-06
7.33,41.16,1023.17,92.43,466.16,0.00014462005466144557
24.96,60.84,1018.13,59.51,442.36,2.0298675995944556e-05
10.5,40.8,1024.06,76.05,482.85,6.494360155805911e-05
20.27,57.76,1016.66,75.76,450.71,2.9099197260347487e-06
31.2,68.24,1005.71,34.84,428.67,2.922901306429746e-05
24.66,57.43,1013.17,71.82,445.41,1.4359611958873088e-06
20.48,60.29,1017.16,72.1,455.51,4.1213671743336e-06
14.12,42.86,1011.84,88.29,471.86,3.172827793169221e-05
5.81,45.87,1009.63,94.38,479.66,0.00010099801449093503
22.59,70.32,1007.07,74.39,437.39,1.4714780619913878e-05
21.06,50.59,1016.42,66.12,454.15,9.235341220923789e-07
8.16,39.3,1019.39,85.38,483.17,4.084184172895141e-05
32.46,74.33,1012.61,37.07,427.87,2.284371075428027e-05
9.33,42.49,1008.93,82.59,478.43,9.38659283352783e-05
18.12,44.63,1001.26,89.72,453.55,3.7185512214267626e-06
14.56,45.51,1015.39,69.84,469.79,1.1393704843609267e-05
26.96,65.34,1015.05,46.93,441.81,3.451404240046603e-07
22.19,70.02,1011.03,82.49,444.85,8.350695080657186e-07
22.01,49.39,1019.6,75.8,451.84,1.5246424263097462e-05
16.18,41.66,1010.01,65.62,465.82,9.798354106827878e-06
25.16,60.23,1011.21,68.31,444.98,6.9623338066602005e-09
19.81,66.54,1013.88,80.09,449.07,2.0251910014222262e-09
27.81,64.69,1006.59,71.75,437.02,6.852033413760791e-07
22.7,63.56,1014.32,71.76,445.0,2.3029122174779495e-06
24.86,63.47,1011.5,71.78,441.68,1.8349437978210783e-06
11.17,40.27,1009.54,74.56,476.18,5.902073716055112e-05
6.87,40.07,1017.91,57.64,491.4,0.00036081215723807566
19.11,60.29,1017.1,76.62,454.16,3.108316836072875e-08
19.1,56.53,1020.18,76.38,455.52,9.419744906615597e-07
27.96,68.51,1007.26,63.21,432.07,1.2903841962674824e-05
26.52,43.77,1011.49,46.98,440.31,0.00017186919110109784
25.89,74.22,1007.43,81.55,433.73,7.421552336992887e-06
22.06,59.21,1012.84,87.06,442.31,2.715640175297772e-05
7.92,36.08,1021.01,81.84,482.98,2.0079042518231935e-05
14.24,39.52,1018.22,77.19,468.51,2.3517094559403303e-09
25.59,73.5,1011.19,81.52,435.48,9.148412673819002e-06
21.1,62.66,1011.19,83.49,448.8,1.7525050863624938e-07
10.17,41.46,1020.01,84.86,482.36,5.947649879831749e-05
28.59,80.18,1011.36,89.18,431.55,1.538346881973135e-06
29.67,71.98,1005.16,67.75,425.14,4.329513696193211e-05
23.74,63.9,1014.73,81.9,445.47,3.37233988382377e-07
25.67,68.3,1017.16,74.19,435.89,4.400287696382362e-05
7.9,43.79,1016.14,83.05,485.26,0.00011720714065639951
27.94,63.07,1010.75,38.57,441.0,2.6560661398919356e-07
26.22,49.82,1015.48,55.8,454.2,1.7512354219776172e-05
25.69,59.07,1006.89,82.34,440.6,3.7113746663176246e-06
29.79,68.24,1009.19,65.49,428.44,3.11980634076093e-05
25.95,73.77,1001.35,92.67,432.21,5.953488282046863e-06
8.66,41.01,1022.51,98.55,472.16,1.579409536554185e-05
21.32,45.01,1012.23,59.94,452.75,7.515234039253089e-06
22.75,59.39,1015.4,81.41,440.26,4.30258832136086e-05
25.41,66.49,1014.06,51.09,449.2,2.9650688949216293e-05
20.31,45.87,1007.89,73.7,449.54,1.8625466478638098e-05
21.86,58.49,1010.88,76.79,449.9,2.250834254749378e-07
28.44,77.54,1011.73,77.3,433.21,7.04120568523768e-07
13.84,42.18,1015.74,79.76,468.66,1.4111860024871602e-06
25.57,44.05,1005.79,65.14,443.84,3.5755241224933446e-05
24.1,68.08,1012.73,65.24,440.33,4.769204410947013e-06
6.92,43.13,1018.26,89.23,486.36,0.00011262540307524362
29.5,71.14,1011.27,52.81,430.85,1.845820337017145e-05
17.1,62.1,1020.39,93.63,453.4,1.2985622244142453e-05
12.88,44.71,1018.73,51.95,469.12,9.26884689676393e-07
18.7,66.51,1015.14,79.23,458.73,4.461229137957404e-05
30.3,73.67,1005.57,58.74,431.57,1.4368379506999372e-07
26.65,58.41,1013.53,65.83,442.66,2.546069389452224e-06
14.95,42.74,1027.66,66.71,464.31,5.57580850356989e-05
22.91,61.86,1012.8,92.69,441.24,3.0632167914340304e-05
11.74,40.6,1013.91,90.57,473.84,1.5420238968276216e-05
31.4,66.54,1003.55,57.73,425.91,3.98512924681895e-05
31.12,69.13,1009.61,56.54,429.41,1.5468359052700686e-05
22.69,49.21,1012.64,46.83,449.01,1.682442345953191e-05
29.05,64.84,1011.1,51.39,442.58,1.212972866757745e-05
28.36,68.08,1013.34,42.82,434.54,2.3819050650301865e-05
24.01,60.84,1018.83,63.82,436.32,0.00010867400955003443
9.11,40.64,1020.68,86.91,476.62,2.7281410349063974e-06
28.36,69.88,1007.75,84.17,434.03,2.5970157494978823e-06
12.39,49.83,1007.6,92.43,468.43,4.5345498367920656e-05
7.64,40.81,1026.67,95.24,483.38,3.410478773768573e-05
10.29,41.46,1020.84,89.03,480.32,4.0185894689489394e-05
30.2,56.9,1006.89,42.69,436.17,1.2134647998637555e-05
20.76,57.25,1011.01,90.31,444.85,2.1790262650196253e-05
24.75,52.84,1005.47,69.61,442.6,8.789133384799872e-06
18.93,44.06,1017.58,68.23,454.75,2.3362628868513586e-05
28.93,72.99,1007.23,64.41,434.45,5.068093650486989e-07
8.83,41.92,1031.8,78.97,483.38,3.852752036688128e-05
27.28,44.89,1009.02,49.9,441.94,6.178702069800228e-05
24.26,47.93,1003.87,70.44,439.16,8.67324085792595e-05
22.26,69.04,1010.48,84.33,444.73,5.149365621258463e-07
26.05,65.27,1013.69,56.46,440.75,2.5898964852724878e-06
17.9,67.71,1004.3,89.59,449.73,1.3443171070015445e-05
28.52,64.96,1005.9,70.79,431.36,2.0646168798247253e-05
25.87,67.79,1011.16,79.88,445.87,1.6572492342807355e-05
15.42,37.85,1009.89,85.8,467.33,7.149048869666379e-06
20.37,60.08,1017.44,76.33,454.47,1.4180166284710894e-06
13.9,42.86,1030.82,71.89,473.76,2.01506389531744e-06
20.07,49.21,1012.34,56.8,454.25,1.2980169874125154e-06
32.15,69.98,1013.3,55.13,429.86,1.5953075501986527e-05
29.64,69.51,1012.13,44.65,428.69,6.766587613769421e-05
26.1,74.16,1009.42,85.4,437.18,2.1856245479093855e-08
26.03,70.32,1008.81,71.35,438.15,1.1463088273533152e-07
25.57,59.43,1008.88,61.19,438.9,1.1572525586655854e-05
26.1,62.91,1012.44,60.91,446.05,3.6862276816180743e-06
11.49,39.22,1016.35,53.11,471.47,1.4215261121275488e-07
24.28,71.98,1006.34,90.45,432.47,4.862458528615997e-05
11.46,44.85,1014.3,63.24,475.33,4.70838944587667e-05
12.8,44.34,1016.52,86.73,473.42,1.8132298975330484e-05
18.13,39.72,1002.75,58.85,455.81,8.440321890984376e-06
19.5,65.12,1015.53,73.87,453.99,5.946383133269575e-06
18.4,40.79,1006.18,92.36,461.29,1.1554644417446029e-05
22.7,60.84,1019.15,71.48,438.59,9.115433405121136e-05
6.07,38.91,1019.25,83.39,483.56,2.5519783237071287e-05
32.69,72.86,1003.57,56.84,431.76,1.5304454902367773e-05
14.33,42.86,1010.82,88.59,469.52,2.0444097089006376e-05
30.35,69.51,1009.95,39.24,430.07,3.127890199241825e-05
26.91,70.02,1010.75,59.48,445.31,2.8486204269561533e-05
19.41,46.63,1013.23,86.28,452.6,1.4753316699682112e-05
17.89,44.78,1010.03,53.78,457.74,1.8266223922908592e-06
11.46,38.91,1012.34,77.37,477.5,4.343842784217096e-05
12.82,41.58,1020.37,81.06,464.07,2.2560218003069685e-05
20.77,51.3,1013.89,88.72,450.97,7.553053207634028e-06
29.8,69.34,1009.36,64.74,437.65,4.218019127469672e-06
19.69,56.65,1020.82,71.54,453.96,3.754946340712746e-06
12.09,40.6,1013.85,85.72,474.35,1.8575505546193254e-05
18.99,56.65,1020.46,77.16,457.55,2.2148116311688973e-07
22.17,70.47,1011.07,82.57,441.14,5.187474576470586e-06
28.77,58.33,1013.73,36.6,448.06,4.2464301003689576e-05
26.04,52.84,1005.68,65.18,439.36,2.348146290996627e-05
23.55,73.18,1011.85,87.97,437.88,1.2987632319957595e-05
9.39,39.66,1019.22,75.33,482.16,4.374522190761774e-05
28.08,64.44,1013.02,64.34,440.26,5.6919022378175265e-08
28.41,66.91,1008.22,57.93,440.52,6.932452893620475e-06
32.02,67.83,1007.77,53.31,426.55,3.437434019998544e-05
33.96,68.94,1006.93,47.39,427.06,8.881969388916605e-06
9.88,40.0,1021.4,92.06,481.58,4.6502519793104985e-05
28.23,62.26,1010.88,60.86,435.76,1.2136679731928384e-05
8.66,44.68,1022.99,95.45,479.62,3.1779261541141536e-05
32.57,78.92,1011.6,66.47,430.12,1.8402580972298792e-06
6.9,40.71,1021.78,94.8,471.43,4.157689278987547e-05
13.41,54.3,1016.48,79.28,467.88,1.5131638137657287e-05
30.38,74.16,1007.44,74.77,432.84,1.5584007821017213e-06
18.68,53.29,1018.16,75.01,459.89,1.7081132908912558e-06
17.69,65.46,1013.72,67.28,448.49,9.272109589547396e-06
20.98,43.77,1010.67,62.73,449.88,2.9894576472868802e-05
12.36,40.56,1022.11,72.99,474.71,6.3103193786276075e-06
13.7,42.86,1030.68,79.77,470.28,1.3361231381570726e-05
26.92,67.25,1017.74,61.68,434.05,6.208586438841387e-05
29.48,73.21,1000.67,79.35,433.53,1.6517992917966276e-05
9.77,44.68,1023.37,91.4,477.56,1.8502538176351936e-05
22.45,41.54,1012.69,70.89,460.07,1.1896234472008625e-05
9.51,38.38,1022.77,73.82,474.93,1.511756279464751e-06
11.6,40.69,1015.51,86.55,474.99,1.50548925935139e-05
12.88,42.74,1026.25,74.54,470.89,1.5685448068242397e-06
14.24,39.58,1011.17,70.45,469.94,1.2708893349649919e-05
27.62,72.43,1007.54,71.33,428.76,3.1974150797784235e-05
9.76,40.71,1020.88,91.82,470.95,8.243973164281885e-06
21.98,55.97,1009.12,89.51,442.65,2.943510010804291e-05
23.39,63.94,1010.54,89.94,441.44,9.028571855856916e-06
23.32,69.13,1010.75,91.84,435.27,5.948220465556689e-05
27.14,70.32,1007.08,73.08,427.21,6.0145310706504654e-05
32.09,69.4,1003.1,56.91,430.62,4.312584751940025e-07
14.07,40.78,1024.67,72.66,456.71,0.0002099356465294044
12.07,39.99,1009.7,93.27,473.06,3.3428035342795814e-05
25.62,60.29,1017.81,51.24,444.94,4.448900857634207e-06
26.17,48.6,1002.59,61.41,439.86,3.968554656261931e-05
14.82,44.58,1020.13,74.88,473.17,2.3135965013215866e-05
9.27,42.02,1004.29,95.05,474.93,0.00010744860715121947
24.43,47.45,1007.68,65.18,446.45,8.511736644222413e-06
17.81,45.0,1022.32,43.84,471.0,8.082031636019461e-05
25.04,70.36,1006.56,75.91,436.47,3.758621205228746e-06
22.44,63.47,1012.02,91.08,444.65,3.272303218931039e-06
30.07,70.98,1007.74,75.68,437.55,1.4741508537218876e-05
23.09,69.71,1009.75,91.35,437.7,2.32906058811333e-05
13.92,41.16,1003.83,88.69,465.33,1.3830231121558574e-05
15.03,40.66,1016.58,84.08,459.46,2.7480911203107282e-05
13.64,43.71,1024.41,84.46,468.85,1.2591504838394003e-06
7.64,42.28,1008.46,84.29,484.78,0.0002564724361346805
20.47,58.16,1016.97,68.6,453.99,1.8863139482086412e-07
28.63,66.56,1005.88,64.73,427.35,5.1606195966798114e-05
13.78,44.47,1027.94,71.09,467.22,2.1139004031992356e-05
16.64,43.14,1019.03,82.88,459.0,1.99751579623836e-05
20.94,68.12,1012.43,78.2,446.41,2.7561609327565703e-08
25.21,59.21,1013.19,62.85,438.7,2.2193721175189793e-05
14.28,43.02,1012.97,49.44,467.83,1.0460430980807777e-05
14.36,41.26,1021.16,73.43,462.25,3.049413983932647e-05
11.41,40.1,1014.27,91.17,476.81,3.438502111848615e-05
18.19,41.85,1014.93,61.37,466.86,1.6635499029943798e-05
14.23,46.18,1017.39,87.29,463.86,1.1162588591586958e-06
23.83,71.37,1002.04,64.78,443.29,3.8916542843241175e-05
27.14,71.32,1007.8,87.99,431.96,2.195995761128869e-05
25.55,58.95,1017.12,51.84,442.3,2.2953830992619414e-05
22.85,47.43,1008.13,66.36,448.15,8.203085626179703e-06
9.29,39.04,1022.72,74.29,482.55,3.7675828263888696e-05
16.73,58.59,1015.02,89.61,455.3,6.644982942294271e-07
30.27,64.69,1006.3,53.69,435.67,9.015627717586059e-08
15.34,36.99,1007.87,94.59,464.58,3.7840757818281376e-07
26.12,63.94,1017.97,44.81,441.46,1.69984267738886e-05
16.36,39.99,1008.91,72.48,462.5,6.174965021615678e-08
18.19,43.96,1011.87,79.68,464.58,1.1698385983788077e-05
10.39,40.96,1023.51,84.73,479.0,1.982364186463873e-05
26.53,65.61,1014.29,50.9,442.64,3.894251067300544e-08
15.99,39.63,1006.09,89.92,464.95,1.4656861686870606e-05
28.32,71.32,1008.02,78.82,433.82,1.6711444027923478e-06
7.92,41.66,1014.84,76.12,483.38,8.571854921461055e-05
22.95,67.79,1009.89,91.69,442.19,1.428567675451108e-06
10.18,43.5,1022.84,88.7,476.91,1.2582603188062816e-05
22.35,54.42,1012.46,75.01,454.72,4.520740559604058e-06
22.84,59.39,1014.61,80.36,443.71,1.2930665415624294e-05
15.62,41.76,1023.82,66.17,459.72,7.925814687511757e-05
11.68,40.55,1022.21,85.76,475.13,5.398843486666412e-06
25.79,75.6,1017.46,75.63,434.65,3.79595635829335e-05
21.6,43.43,1010.28,61.87,446.4,6.870209657445515e-05
12.0,39.96,1011.73,77.77,471.42,6.782732770641408e-06
28.28,69.48,1008.56,61.3,428.75,3.6667796522024105e-05
27.36,48.6,1003.18,54.93,436.06,0.00010262037212812937
10.35,40.27,1005.09,92.42,477.8,0.0001776289850781492
30.07,69.82,1010.39,57.53,437.38,3.901914635153082e-06
21.84,59.39,1015.77,88.12,442.11,5.0385092652926794e-05
7.28,40.67,1020.16,72.7,493.3,0.0002688030528408923
26.6,63.07,1011.97,61.3,442.25,9.853056770870559e-09
14.1,42.18,1015.05,78.25,463.3,3.807155866092454e-06
24.43,58.05,1011.88,71.39,445.68,4.465982920183446e-07
21.52,66.51,1015.32,72.85,444.87,5.121509659619898e-06
7.55,43.65,1019.09,61.71,481.61,6.445833787496467e-05
27.71,70.32,1008.63,64.05,432.59,1.0350405791925567e-05
12.12,41.17,1017.68,78.72,470.67,2.29224662169506e-07
21.16,65.48,1016.99,72.79,446.37,5.6314792083666934e-06
25.42,66.05,1016.74,68.92,442.6,1.9745559544774862e-06
16.71,46.18,1011.61,95.82,459.4,4.7612435904904494e-07
16.64,53.82,1015.13,68.24,459.01,5.218424495506966e-08
21.47,60.77,1018.06,85.73,444.02,4.2021841848599637e-05
3.99,39.64,1011.53,83.58,492.06,0.00033471877649865153
23.75,60.29,1017.36,64.04,449.57,2.1236132033065668e-07
27.4,77.24,1007.65,78.13,435.74,4.8969467642458745e-06
23.42,58.79,1009.74,81.54,441.46,1.270691554019629e-05
27.0,71.25,1002.66,70.59,437.22,7.01418475828848e-06
19.82,57.85,1011.58,97.23,447.36,1.7592220741204995e-05
24.94,62.96,1019.76,58.44,443.48,1.4833527126224003e-05
30.71,68.24,1006.15,34.15,429.41,2.9441512355302185e-05
4.56,40.27,1011.13,80.24,493.87,0.00047402188048501675
24.39,51.86,1014.92,59.98,447.7,5.834159088719158e-06
11.27,40.62,1017.03,61.94,471.26,5.241526412707956e-08
12.09,38.25,1013.61,81.28,469.29,5.0213272136249917e-08
22.44,63.86,1020.0,64.83,447.3,5.777822512406939e-06
20.56,43.79,1015.85,45.7,462.11,1.3043470879637225e-05
23.38,48.78,1019.03,78.69,446.18,7.002841398115293e-05
20.55,48.98,1016.1,63.89,452.52,8.230351593070509e-06
13.48,46.18,1018.15,88.38,464.58,2.0353205311175113e-06
7.74,42.49,1009.07,90.11,481.69,0.00014896161943933134
22.05,48.14,1015.81,69.94,447.37,3.1735152023965194e-05
27.18,71.06,1008.16,86.32,430.66,3.647061095432484e-05
11.91,41.49,1019.69,96.39,470.07,5.012863095707927e-07
8.95,36.18,1014.08,76.94,478.07,1.2613318598603497e-05
6.81,37.49,1010.74,88.25,482.21,6.904491500476653e-05
8.51,42.32,1015.08,84.89,476.6,1.2600406914713596e-05
6.5,38.68,1017.8,62.9,483.72,5.4760603108887665e-05
31.16,67.45,1014.69,32.25,428.35,0.00013752658432938025
23.35,71.85,1009.32,73.48,441.28,2.1562092183254553e-08
18.28,44.71,1016.99,33.71,462.28,8.271774366612149e-07
10.07,40.92,1021.43,97.15,467.01,4.915809592965516e-05
29.76,57.19,1008.59,51.1,436.21,1.4969741178483915e-05
27.65,48.41,1008.54,58.25,440.94,2.9457541315903458e-05
3.6,35.19,1018.73,99.1,488.98,5.9779364650953826e-05
26.86,70.47,1007.18,72.38,434.59,3.6435902540430354e-06
19.89,50.78,1008.85,92.97,446.35,4.301316236085459e-05
14.86,43.14,1019.21,99.14,461.14,3.3378077846363475e-05
13.26,45.51,1015.99,69.82,472.17,1.6770845874913377e-05
26.86,71.14,1007.11,76.61,426.97,6.97455075337282e-05
19.79,60.1,1010.47,84.04,452.41,1.8258148205227448e-06
9.96,42.03,1017.78,82.39,477.85,1.990041476793345e-05
14.48,40.83,1009.42,81.74,469.64,2.183321196713144e-05
30.74,79.05,1005.78,73.19,430.69,6.138210585203733e-06
12.27,49.83,1007.75,92.02,467.1,2.6494762182776356e-05
29.73,67.25,1017.64,37.79,439.06,5.824017936249998e-07
21.38,60.84,1017.94,82.83,445.8,2.133180767234526e-05
13.56,39.52,1016.61,78.35,470.67,2.0867610081941943e-06
18.85,44.63,1009.06,84.75,456.72,3.896699746902371e-07
13.75,40.66,1016.41,93.31,461.81,2.6945082151610645e-05
23.55,65.94,1011.76,58.44,443.98,1.5690627003766784e-07
25.76,74.87,1010.18,65.15,443.7,3.1305349085304804e-05
24.62,72.43,1007.97,84.36,436.89,3.6678878275106927e-06
13.44,39.39,1012.93,84.29,469.67,3.4021590366506376e-06
18.07,63.31,1016.65,72.81,456.5,5.0823462158691185e-06
19.59,66.54,1012.73,85.84,447.16,2.1994437277807776e-06
9.82,39.96,1024.72,97.69,471.96,2.115813948283317e-05
9.26,44.68,1023.22,91.44,478.82,2.5895083034146418e-05
23.17,51.19,1009.5,76.15,441.77,3.4789207062339295e-05
20.77,45.87,1008.07,76.22,452.71,2.023693542705841e-06
25.11,56.89,1013.33,67.31,441.51,1.295095224663933e-05
18.55,41.1,1002.02,65.16,459.97,2.01731530592077e-05
25.09,69.68,1012.18,91.33,439.77,2.1668261652546318e-06
29.76,73.56,1008.07,84.85,432.51,3.262100168925537e-08
14.93,42.44,1012.65,86.8,471.24,2.7404801341833073e-05
22.9,67.25,1017.74,74.53,438.62,5.2873975013679074e-05
13.0,48.79,1017.14,85.23,464.12,9.475540523048029e-07
11.31,42.02,1001.18,94.86,471.26,0.0001255467448063596
17.53,42.24,1016.9,60.95,470.63,3.730022487387784e-05
12.88,43.8,1023.19,59.18,468.19,5.879539349099809e-06
12.35,44.2,1017.81,82.49,471.65,4.798057633669966e-06
6.76,39.22,1013.91,77.0,487.08,0.00014113103473675074
27.21,64.05,1010.08,76.69,442.37,2.1276704496617685e-06
10.42,39.35,1015.21,89.75,478.52,3.30286434488602e-05
11.46,39.3,1019.53,76.86,475.51,6.464443362993734e-06
22.93,63.13,1011.6,77.09,448.02,1.302608907075786e-06
19.89,51.43,1007.38,91.79,448.85,1.2567724472532467e-05
24.97,68.61,1011.0,55.04,453.26,0.00010185793149978475
13.45,41.16,1022.04,82.96,460.57,7.359184342486178e-05
21.62,50.05,1007.2,92.9,444.16,5.2927995331740784e-05
22.56,48.92,1010.7,51.63,445.07,4.8036459615595195e-05
27.87,70.79,1003.96,72.17,428.41,3.1026668361648474e-05
23.54,70.32,1010.89,80.76,434.45,4.3220069967288795e-05
27.35,69.48,1008.51,65.81,432.31,1.4937351765577561e-05
12.55,39.58,1010.68,76.9,472.31,1.7793336884097784e-05
5.82,40.78,1024.82,96.01,470.02,0.00014369767275449862
9.63,40.27,1009.96,81.03,477.38,5.129783297667271e-05
10.75,45.01,1018.73,93.16,471.47,1.1726850082902704e-06
23.79,58.59,1013.94,72.5,443.19,8.48633711290678e-06
26.44,71.77,1006.68,81.45,430.12,3.779785141455792e-05
14.39,44.84,1023.55,91.14,464.15,1.865708852400963e-05
5.07,40.07,1019.32,66.17,494.87,0.0003665520675031427
22.88,69.45,1014.02,65.13,441.76,5.514854014460596e-06
8.73,41.92,1029.41,89.72,480.99,1.422585111471631e-05
23.39,64.63,1020.45,58.22,449.27,2.1300369046434855e-07
28.16,70.98,1008.51,72.12,435.04,3.972108205472256e-07
13.25,41.62,1010.8,77.81,457.64,4.003278155337247e-05
32.73,69.88,1007.86,46.95,434.32,1.175679744771305e-05
16.3,38.73,1001.79,73.45,465.7,6.0251158179834536e-05
6.08,35.79,1011.08,90.59,483.08,5.976018273894912e-05
13.39,44.58,1016.5,79.26,474.7,2.608559945538343e-05
24.24,68.3,1018.03,81.51,437.12,6.449914427115078e-05
25.61,47.43,1008.62,54.51,442.96,3.709703968629443e-05
23.56,60.77,1017.93,76.34,443.13,2.2134275723846314e-05
13.18,40.03,1017.75,82.29,470.88,1.3438943096013766e-06
27.71,75.23,1010.21,59.75,440.7,2.5168071824338913e-05
29.65,74.9,1003.22,71.09,433.32,9.7159921360212e-06
28.59,69.84,1003.79,67.31,427.53,3.4838242236216445e-05
21.23,68.08,1012.82,74.57,445.41,7.096949174473277e-07
10.69,36.71,1022.08,83.28,472.81,5.183192135732562e-06
26.66,64.27,1012.83,58.88,437.87,9.879995895911581e-06
28.14,51.43,1012.16,52.67,445.33,1.9243896268588073e-07
25.45,57.32,1011.7,47.09,441.3,2.0551042762358674e-05
29.91,76.86,998.59,72.41,432.6,4.774345581843011e-05
9.68,41.44,1015.19,87.34,479.89,4.55335999062997e-05
9.3,40.56,1022.64,76.14,479.87,1.7206375129491676e-05
13.64,34.03,1018.32,62.2,469.61,4.708071608153736e-06
23.51,70.04,1011.02,81.39,435.78,3.148296197135336e-05
28.61,69.84,1004.24,67.74,429.91,1.418965853186043e-05
21.03,44.78,1007.99,36.82,459.72,5.158316842110639e-05
7.55,41.04,1027.03,83.32,476.58,7.853950435230107e-06
10.28,41.46,1018.44,85.23,479.66,3.4196747322297825e-05
25.58,64.45,1011.07,61.47,447.16,9.502950287803766e-06
22.99,60.95,1015.14,69.86,449.7,4.84541110979224e-07
22.89,48.98,1014.55,48.21,448.56,2.6040879442522537e-05
6.86,41.17,1020.12,79.14,490.23,0.00016232365773022388
24.58,56.9,1007.08,68.24,437.16,3.230796109169441e-05
5.75,42.07,1004.24,78.23,485.23,0.00046081113398625996
24.6,63.78,1017.25,60.33,448.65,3.052635770587444e-06
28.88,71.98,1005.37,74.24,428.61,1.8854334063903838e-05
14.57,37.86,1022.44,68.82,463.58,4.889355992995656e-05
9.66,40.05,1015.78,89.06,481.14,5.253131692605101e-05
28.81,69.23,1013.14,39.18,433.74,2.523528322869889e-05
13.87,49.83,1006.76,89.14,462.46,6.507565321515327e-06
19.76,48.92,1010.48,46.57,456.69,1.7627354924335946e-06
30.62,66.75,1017.68,53.68,432.66,4.460471546688149e-05
15.62,41.23,992.89,83.99,463.21,0.00020363987267469483
25.96,63.77,1013.24,65.43,445.26,1.6635615224328946e-06
27.17,67.45,1015.67,49.03,429.87,0.0001351186166308385
26.2,65.18,1011.42,47.82,440.07,2.6612110871864876e-06
28.68,61.86,1011.78,62.67,440.57,1.9855020575264465e-09
9.53,41.44,1018.01,80.09,481.83,4.993590626680096e-05
12.86,44.77,1018.75,74.73,468.43,4.8430739540342135e-08
29.27,64.69,1006.85,55.79,438.23,1.8404710400506631e-06
21.39,52.3,1009.52,88.67,447.77,9.603787215090397e-06
15.8,53.82,1015.87,68.48,463.09,4.37339493039621e-06
4.97,42.85,1014.02,88.78,482.98,6.447463315930334e-05
26.94,73.21,1002.83,91.25,431.19,1.0647567902437253e-05
13.87,38.01,1022.61,84.22,473.39,3.913228358212699e-06
20.31,49.69,1011.57,69.03,455.37,9.721128905802299e-08
6.91,39.37,1019.58,71.02,488.2,0.00012094653838190765
24.35,58.79,1010.13,72.1,448.19,1.8580378198190352e-06
